unique_id,agency_name
11113,West Palm Beach Police Department
20785,Pittsburgh Bureau of Police
20786,Pittsburgh Bureau of Police
11117,Anaheim Police Department
20784,Pennsylvania State Police
11115,"Lake Charles Police Department, Calcasieu Parish Sheriff's Office"
11116,Mississippi Highway Safety Patrol
22910,Pulaski Police Department
11118,Dallas Police Department
11119,Los Angeles County Sheriff's Department
11120,Miami-Dade Police Department
11122,Newburgh City Police Department
11121,New Orleans Police Department
20783,University of Pittsburgh - Main Campus Police
22188,Dover Police Department
11123,Woodbridge Police Department
11124,Houston Police Department
26042,Seymour Police Department
11126,Hickory Hills Police Department
11128,Clay County Sheriff's Office
11130,Cleveland Police Department
11131,Memphis Police Department
11129,Wichita Police Department
19944,"Kentucky State Police, Todd County Sheriff's Office"
11125,Missouri State Highway Patrol
11127,Kansas City (KS) Police Department
11133,Oklahoma Highway Patrol
11132,California Highway Patrol
11135,Washington County Sheriff's Office
11134,"Ware County Sheriff's Office, Georgia State Patrol"
23238,Memphis Police Department
11136,Aurora Police Department
11137,"Post Falls Police Department, Idaho State Police"
11138,Cleveland Police Department
20782,Philadelphia Police Department
11139,Del City Police Department
20781,Pennsylvania State Police
11142,City of New York Police Department
11140,Fresno Police Department
11144,Calaveras County Sheriff's Office
11141,San Antonio Police Department
11143,U.S. Border Patrol
11147,Fortuna Police Department
11146,Las Vegas Metropolitan Police Department
11145,St. Louis Metropolitan Police Department
19780,Miramar Police Department
11148,Lakeland Police Department
11150,Pinellas County Sheriff's Office
23163,Wood County Sheriff's Office
11149,San Diego Police Department
22911,Virginia State Police
11151,"Sacramento Police Department, Elk Grove Police Department"
11152,Unified Police Department of Greater Salt Lake
21339,Roseville Police Department
22912,Halifax County Sheriff's Office
11155,Albuquerque Police Department
11153,San Bernardino County Sheriff's Office
22560,Allen County Sheriff's Office
11154,Ontario Police Department
11156,Pima County Sheriff's Department
11157,Pima County Sheriff's Department
11159,Tulsa Police Department
11158,Riverside County Sheriff's Department
23164,Weirton Police Department
11163,Los Angeles Police Department
11161,Stockton Police Department
11162,Albuquerque Police Department
11165,Newburgh Heights Police Department
11164,Chicago Police Department
19316,Yukon Police Department
22189,Bayonne Police Department
23441,Philadelphia Police Department
21340,
22913,Virginia State Police
11166,Lee County Sheriff's Office
11169,Michigan State Police
11172,Saugus Police Department
11168,Montgomery County Sheriff's Office
11167,Tucson Police Department
11170,Montgomery County Police Department
11171,Montgomery County Police Department
11173,Los Angeles Police Department
11175,Pasadena Police Department
11174,U.S. Drug Enforcement Administration
11176,Pasadena Police Department
11177,Odessa Police Department
11178,Chicago Police Department
11179,Las Cruces Police Department
11181,Baltimore Police Department
11180,Atlanta Police Department
11182,Washington Metropolitan Police Department
11184,Chardon Police Department
21341,Brownstown Police Department
11183,St. Louis Metropolitan Police Department
11185,Philadelphia Police Department
22061,Chicago Police Department
11188,Baltimore Police Department
11187,Waveland Police Department
11186,Dallas Police Department
11189,Wichita Police Department
20780,Pennsylvania State Police
22561,Indianapolis Metropolitan Police Department
23239,"Kingston Springs Police Department, Cheatham County Sheriff's Office"
11191,"Callaway County Sheriff's Office, Missouri State Highway Patrol"
11192,Pasco County Sheriff's Office
11190,"Riley County Police Department, Junction City Police Department"
19295,Union County Sheriff's Office
11195,Tulsa Police Department
11193,St. Louis County Police Department
11194,"Boone County (IL) Sheriff's Office, Rock County (WI) Sheriff's Office"
19927,"Kentucky State Police, Breckinridge County Sheriff's Office"
11196,Will County Sheriff's Office
11197,San Antonio Police Department
11198,California Highway Patrol
11199,Jacksonville Sheriff's Office
11200,Austin Police Department
11202,Riviera Beach Police Department
11201,Stockton Police Department
12606,Westfield Police Department
11203,Los Angeles Police Department
20779,Pennsylvania State Police
22062,Prince George's County Police Department
11204,Miami-Dade Police Department
22562,Indiana State Police
21343,Michigan State Police
11208,Fayetteville Police Department
11205,Washington State Patrol
21342,Saginaw Police Department
11209,Saginaw Police Department
11207,Newton County Sheriff's Office
11206,"La Joya Police Department, U.S. Border Patrol"
11211,U.S. Border Patrol
11212,U.S. Border Patrol
11213,U.S. Border Patrol
11214,U.S. Border Patrol
11215,U.S. Border Patrol
11216,U.S. Border Patrol
11217,U.S. Border Patrol
11218,U.S. Border Patrol
11219,U.S. Border Patrol
11221,Los Angeles Police Department
11220,San Antonio Police Department
11210,"Los Angeles County Sheriff's Department, California Highway Patrol"
11222,Brooklyn Police Department
11228,"Stanislaus County Sheriff's Office, Modesto Police Department"
11229,Greenland Police Department
11225,Birch Tree Police Department
11232,City of New York Police Department
11224,Sacramento County Sheriff's Office
11230,"West Miami Police Department, Miami-Dade Police Department"
11227,City of New York Police Department
11223,Stockton Police Department
11231,Philadelphia Police Department
11226,Tucson Police Department
11235,Clovis Police Department
11233,Houston Police Department
11237,Wichita Police Department
11236,Elko County Sheriff's Office
21823,Anne Arundel County Police Department
11234,Mesquite Police Department
11238,Chicago Police Department
11240,St. Johns County Sheriff's Office
11241,Bannock County Sheriff's Office
11239,Arkansas State Police
19294,Clinton Police Department
11245,Pleasant Grove Police Department
11244,Pleasant Grove Police Department
11248,Portland Police Bureau
11246,"Louisiana State Police, DeSoto Parish Sheriff's Office, Natchitoches Parish Sheriff's Office"
11242,Turlock Police Department
11247,Stanislaus County Sheriff's Office
11243,Gwinnett County Police Department
21824,Baltimore Police Department
11251,Keene Police Department
11249,Catoosa County Sheriff's Office
11250,Montgomery County Sheriff's Office
11252,Houston Police Department
22914,Hampton Police Department
11253,"Atlanta Police Department, U.S. Marshals Service, Fulton County Police Department"
11256,Flint Police Department
25906,Choctaw Nation Tribal Police Department
11255,Lonoke County Sheriff's Office
11254,"Corinth Police Department, Denton County Sheriff's Office"
11257,Sacramento County Sheriff's Office
11258,Gretna Police Department
11259,Gretna Police Department
11260,Walton County Sheriff's Office
11261,Oklahoma City Police Department
11263,Alma Police Department
11264,Calumet City Police Department
11266,Meriden Police Department
11267,Meriden Police Department
11262,McLean County Sheriff's Office
11265,Las Vegas Metropolitan Police Department
22190,Vineland Police Department
11271,Panama City Police Department
11269,Grass Valley Police Department
11268,Mound Bayou Police Department
11272,Philadelphia Police Department
11270,Denver Police Department
11275,Booneville Police Department
11274,Griffin Police Department
11276,Fairfield Police Department
20778,"Cheltenham Township Police Department, Abington Police Department"
11273,Odessa Police Department
11278,Pocatello Police Department
11277,Phoenix Police Department
11280,Winston County Sheriff's Office
11281,Portland Police Bureau
11279,San Diego County Sheriff's Office
11282,Gwinnett County Police Department
11283,DeRidder Police Department
11285,Josephine County Sheriff's Office
11286,Stillwater Police Department
11284,Mississippi Attorney General's Office
22191,Bellmawr Police Department
11287,Portland Police Bureau
11288,Apple Valley Police Department
11290,Chicago Police Department
11291,Fort Bend County Sheriff's Office
11292,Fort Bend County Sheriff's Office
11289,Eureka Police Department
11293,Vermont State Police
11294,Mobile Police Department
11297,Mesa Police Department
11298,Cherokee County Sheriff's Office
11296,Houston Police Department
11295,Pearl Police Department
22063,Marion County Sheriff's Office
19937,Grayson Police Department
11299,Madison County Sheriff's Office
23165,West Virginia State Police
11300,Tuolumne County Sheriff's Office
11302,U.S. Secret Service
11301,Valencia County Sheriff's Office
11303,Aurora Police Department
11304,San Antonio Police Department
22915,Virginia State Police
22916,Virginia State Police
11307,Fayetteville Police Department
11305,Walworth County Sheriff's Office
11306,Alexander City Police Department
11308,Liberty County Sheriff's Office
11309,Lima Police Department
11310,Oakland Police Department
11311,Houston Police Department
11312,Fresno Police Department
11315,Philadelphia Police Department
11314,Washington State Patrol
19292,Charleston County Sheriff's Office
19293,Charleston County Sheriff's Office
22064,Memphis Police Department
11316,"Loganville Police Department, Walton County Sheriff's Office"
11319,Jacksonville Sheriff's Office
11320,Mesa Police Department
11318,Lee County Sheriff's Office
11324,Baldwin Police Department
11317,"San Francisco Police Department, Rohnert Park Department of Public Safety"
11325,"Mississippi Highway Safety Patrol, Mississippi Department of Wildlife Fisheries and Parks"
11322,Cedar Rapids Police Department
11321,"Southern Ute Police Department, Ignacio Police Department"
11329,New Castle County Police Department
11326,Fullerton Police Department
11327,Philadelphia Police Department
11323,Selma Police Department
11328,City of New York Police Department
11330,"Harris County Constable's Office Precinct 4, Houston Police Department"
11332,"Louisiana State Police, St. James Parish Sheriff's Office"
11331,Springfield Police Department
11334,Los Angeles County Sheriff's Department
11333,"Canadian County Sheriff's Office, El Reno Police Department"
23240,Kingsport Police Department
11335,Miami-Dade Police Department
11336,Minneapolis Police Department
11337,Des Plaines Police Department
11338,Riverside Police Department
11339,Bakersfield Police Department
11340,New York State Police
11342,"Lawton Police Department, Comanche Nation Police Department"
11341,Washington Metropolitan Police Department
11344,DeKalb County Police Department
11343,Nampa Police Department
11349,Palm Beach County Sheriff's Office
21344,Trenton Police Department
11348,Bessemer Police Department
11347,Aiken Department of Public Safety
11346,California Highway Patrol
11351,Miami-Dade Police Department
11350,New Bedford Police Department
11345,Grass Valley Police Department
22563,Indiana State Police
20777,Pennsylvania State Police
11353,Houston Police Department
11352,Sacramento Police Department
11354,Reno Police Department
11357,Decatur Police Department
11356,Wadsworth Police Department
21825,Baltimore Police Department
11355,Wichita Police Department
11358,Fairfax County Sheriff's Office
11359,San Diego County Sheriff's Office
11361,California Highway Patrol
11360,"Barstow Police Department, California Highway Patrol"
19291,Greenville County Sheriff's Office
11362,McDuffie County Sheriff's Office
11363,Maui Police Department
22917,Farmville Police Department
11365,Little Rock Police Department
11366,Dallas Police Department
11364,Columbus Division of Police
11367,West Palm Beach Police Department
11368,Prichard Police Department
19934,Kentucky State Police
11371,Houston Police Department
11372,Billings Police Department
11369,Salina Police Department
11370,Houston Police Department
11373,Vallejo Police Department
19323,Oklahoma Highway Patrol
11374,Bristol Police Department
11375,Bristol Police Department
11376,Houston Police Department
22564,Valparaiso Police Department
11378,Kansas City Police Department
11377,Miami-Dade Police Department
11380,Buffalo Police Department
11379,Dallas Police Department
11382,Vallejo Police Department
11381,Houston Police Department
11385,Dallas Police Department
11383,Colorado State Patrol
11384,Colorado State Patrol
19302,"Liberty Police Department, Anderson County Sheriff's Office"
11390,Oregon State Police
11386,"Merced County Sheriff's Office, Merced Police Department"
11388,Brooklyn Center Police Department
11389,Jacksonville Sheriff's Office
11387,Boise Police Department
23442,Baltimore Police Department
11391,Los Angeles Police Department
11392,Columbia Falls Police Department
11393,Dallas Police Department
11394,"Gainesville Police Department, Alachua County Sheriff's Office"
11396,Washington County Sheriff's Office
20776,Steelton Borough Police Department
11395,Truesdale Police Department
11400,Palm Beach County Sheriff's Office
11401,Phoenix Police Department
11402,New York City Department of Correction
11399,Santa Barbara County Sheriff's Office
11397,"Sarpy County Sheriff's Office, Offutt Air Force Base Security"
11398,San Diego Police Department
30213,Los Angeles Police Department
11406,Arlington Police Department
11403,Loudon Police Department
11404,Loudon Police Department
11405,South San Francisco Police Department
11409,Dayton Police Department
11408,Yuma Police Department
22918,Danville Police Department
11407,Fresno Police Department
11410,Pierce County Sheriff's Office
22565,Portage Police Department
11411,Palm Beach County Sheriff's Office
11412,"Alabama Department of Public Safety, DeKalb County Sheriff's Office"
11413,Washington Metropolitan Police Department
23252,Gatlinburg Police Department
11418,Anchorage Police Department
11417,Perkasie Police Department
11416,Salt Lake City Police Department
11414,Houma Police Department
11415,San Antonio Police Department
11419,Irving Police Department
11420,Stanislaus County Sheriff's Office
11421,Sarasota County Sheriff's Office
11425,Boynton Beach Police Department
11422,Brazoria County Sheriff's Office
11427,Memphis Police Department
11423,"Nebraska State Patrol, Alliance Police Department"
11426,Eagle Point Police Department
11424,Cumberland County Sheriff's Office
23241,Tipton County Sheriff's Office
11432,Baltimore County Police Department
11431,Court Operations Unit Marshals
11429,New York State Police
11428,Orange County Sheriff's Department
20775,Allegheny County Sheriff's Office
11430,Belleville Police Department
11435,Philadelphia Police Department
11434,Los Angeles Police Department
11436,City of New York Police Department
11433,El Monte Police Department
11441,Austin Police Department
11437,El Paso Police Department
11442,Sanger Police Department
11440,Ozark Police Department
11438,Galveston Police Department
11439,Azle Police Department
11446,Brevard County Sheriff's Office
11445,Clayton County Police Department
11443,California Highway Patrol
11444,California Highway Patrol
11448,Ventura County Sheriff's Office
11451,"Alaska State Troopers, Kotzebue Police Department"
11449,Phoenix Police Department
11450,Temple Police Department
22919,Virginia State Police
11447,Los Angeles County Sheriff's Department
11452,Lubbock Police Department
11456,Bernalillo County Sheriff's Office
11457,Plumas County Sheriff's Office
19378,Corning Police Department
11455,Oklahoma City Police Department
11454,Spokane County Sheriff's Office
21345,Woodhaven Police Department
11453,Fresno Police Department
11458,"Clayton County Police Department, Clayton County Sheriff's Office"
11459,Albuquerque Police Department
11461,Vermont State Police
11460,Metro Transit Police Department
11462,Los Angeles County Sheriff's Department
11463,Rochester Police Department
22066,Harris County Sheriff's Office
21346,Macomb County Sheriff's Office
11464,"Vilas County Sheriff's Office, Hurley Police Department"
11468,Ionia County Sheriff's Office
11467,Redding Police Department
11465,Mullins Police Department
23242,Knox County Sheriff's Office
11471,Pennsylvania State Police
11470,Vienna Police Department
23250,Crockett County Sheriff's Office
11469,Elsmere Police Department
11473,U.S. Border Patrol
11472,Oxnard Police Department
19923,Oldham County Sheriff's Office
19953,Oldham County Sheriff's Office
22067,Riverdale Police Department
19315,
11475,Dallas Police Department
19931,"Breathitt County Sheriff's Office, Kentucky State Police"
11477,Gainesville Police Department
11474,Springfield Police Department
11476,"Mississippi Highway Safety Patrol, Tupelo Police Department"
11479,Los Angeles County Sheriff's Department
11478,Indio Police Department
11480,Johnstown Police Department
11482,Fort Worth Police Department
11483,Nevada Secretary of State
11484,North College Hill Police Department
11481,Port Wentworth Police Department
11486,Lubbock Police Department
11485,Atlanta Police Department
11489,Memphis Police Department
11487,Houston Police Department
11488,Clayton County Sheriff's Office
11501,Clinton Police Department
11498,Lee County Sheriff's Office
11491,Greeley Police Department
11494,U.S. Federal Bureau of Investigation
11495,Dothan Police Department
11499,DeKalb County Police Department
11500,Tucson Police Department
11493,Antioch Police Department
11492,St. Louis Metropolitan Police Department
11496,Cedar Park Police Department
11497,Volusia County Sheriff's Office
11490,"Santa Maria Police Department, Santa Barbara County Sheriff's Office"
11502,North Carolina State Highway Patrol
23443,City of New York Police Department
11506,Boynton Beach Police Department
11507,Springfield Police Department
11504,Tukwila Police Department
11508,Vallejo Police Department
11505,Lee County Sheriff's Office
11512,Hampton Police Department
18914,Maine State Police
11514,Saginaw Police Department
11510,"Hobbs Police Department, Eunice Police Department, Lea County Sheriff's Office, New Mexico State Police"
11515,Anchorage Police Department
11513,Greencastle Police Department
11511,Riverside County Sheriff's Department
11509,Geary County Sheriff's Office
21826,Baltimore Police Department
11516,Santa Barbara County Sheriff's Office
21347,Michigan State Police
11517,Charlotte-Mecklenburg Police Department
11521,Dickinson Police Department
11519,Orange Cove Police Department
11522,Memphis Police Department
11518,Santa Ana Police Department
19290,Anderson County Sheriff's Office
21348,"Southfield Police Department, Detroit Police Department"
11520,Harris County Sheriff's Office
11531,Vallejo Police Department
11529,Metropolitan Transportation Authority Police
11530,Show Low Police Department
22566,Greene County Sheriff's Office
11523,Alton Police Department
11527,Stanislaus County Sheriff's Office
11528,Tucson Police Department
11524,Missouri State Highway Patrol
11526,Montgomery County Sheriff's Office
19301,South Carolina Highway Patrol
11525,Texas Department of Public Safety
11532,Puyallup Tribal Police Department
11536,Cicero Police Department
11533,San Rafael Police Department
11534,San Jose Police Department
19289,Richland County Sheriff's Office
11535,Poplar Bluff Police Department
19958,Knoxville Police Department
11540,Marion County Sheriff's Office
11539,Escambia County Sheriff's Office
11538,"Fort Deposit Police Department, Greenville Police Department"
11537,Newton Falls Police Department
11541,Sacramento Police Department
11542,U.S. Border Patrol
11543,Washington County Sheriff's Office
11544,Sheridan County Sheriff's Office
23166,"West Virginia State Police, Bluefield Police Department"
11555,Detroit Police Department
11548,Linn County Sheriff's Office
19379,Little Rock Police Department
11553,El Cajon Police Department
11549,Denton Police Department
11546,Roeland Park Police Department
11547,Roeland Park Police Department
11552,Chicago Police Department
11551,Chisago County Sheriff's Office
11550,Fairfax County Sheriff's Office
11557,"Litchfield Police Department, Hillsborough County Sheriff's Office"
11556,Houston Police Department
11554,Detroit Police Department
11558,St. Louis Metropolitan Police Department
11559,Wichita Police Department
11562,Lake County Sheriff's Office
11561,"Stockton Police Department, California Highway Patrol"
11563,Hartford Police Department
11560,Colton Police Department
11566,Baltimore County Police Department
11569,Massachusetts State Police
11565,Parma Heights Police Department
11570,Connecticut State Police
11564,Modesto Police Department
11567,Limestone County Sheriff's Office
21349,Norton Shores Police Department
11568,Grayson County Sheriff's Office
11574,Philadelphia Police Department
11571,Greeley Police Department
11572,Atlanta Police Department
11573,Hartford Police Department
11576,Columbus Division of Police
11575,Riverside County Sheriff's Department
21350,Michigan Department of Corrections
21351,Michigan Department of Corrections
19288,South Carolina Highway Patrol
21827,Baltimore Police Department
11581,Miami-Dade Police Department
11577,Columbus Division of Police
11580,Antioch Police Department
11582,Lake County Sheriff's Office
11579,Orleans Parish Sheriff's Office
11583,Philadelphia Police Department
11578,Jicarilla Apache Tribe Police Department
19322,Tulsa Police Department
11584,Buena Vista Police Department
11585,"Nebraska State Patrol, Pawnee County Sheriff's Office, Richardson County Sheriff's Office"
11588,Chicago Police Department
11589,Columbus Division of Police
11590,Oregon State Police
11586,Colorado State Patrol
11587,San Antonio Police Department
19321,Del City Police Department
11592,Manatee County Sheriff's Office
11593,San Francisco Police Department
11591,Gwinnett County Police Department
11594,Corona Police Department
11595,Putnam County Sheriff's Office
22192,Beachwood Police Department
19314,Tulsa Police Department
11503,"Shenandoah County Sheriff's Office, Woodstock Police Department"
23167,West Virginia State Police
11597,Philadelphia Police Department
11598,Perry Police Department
11596,Anaheim Police Department
11599,Atlanta Police Department
11607,Anaheim Police Department
11605,Tampa Police Department
11602,Kansas City (MO) Police Department
11604,Los Angeles Police Department
11601,Illinois State Police
11606,"Lynn Police Department, Massachusetts State Police"
11600,Santa Cruz Police Department
11603,Titus County Sheriff's Office
19781,Hillsborough County Sheriff's Office
11610,Warminster Township Police Department
11611,Philadelphia Police Department
23243,Tipton County Sheriff's Office
11608,Dobson Police Department
11612,Miami-Dade Police Department
11609,Henderson Police Department
11613,Harris County Constable's Office Precinct 3
11614,Dallas Police Department
28544,"Connecticut State Police, Groton Police Department"
11617,Corona Police Department
22193,Essex County Department of Corrections
11618,Clearwater Police Department
11615,Salina Police Department
11616,"St. Charles County Sheriff's Office, St. Louis County Police Department"
11619,Citrus County Sheriff's Office
11621,Pendleton Police Department
11622,Pendleton Police Department
11624,Watauga County Sheriff's Office
11623,Akron Police Department
11620,"Louisiana State University Police Department, Baton Rouge Police Department, East Baton Rouge Parish Sheriff's Office"
11626,Franklin County Sheriff's Office
11625,Hays Police Department
11629,"Indianapolis Metropolitan Police Department, Lawrence Police Department"
11627,San Antonio Police Department
11628,Robeson County Sheriff's Office
11630,Santa Paula Police Department
11631,"Ohio State Highway Patrol, Delaware County Sheriff's office"
11636,Jonesboro Police Department
11634,Milwaukee Police Department
11633,Turlock Police Department
11635,Portland Police Bureau
11632,Cleveland Police Department
11637,Glendale Police Department
20774,Philadelphia Police Department
19320,Oklahoma City Police Department
11640,Early Police Department
11639,Peoria County Sheriff's Office
11638,Claremont Police Department
11641,Tupelo Police Department
11643,Santa Barbara County Sheriff's Office
19935,Paris Police Department
11642,Flagler County Sheriff's Office
11646,Baltimore County Police Department
11647,Denver Police Department
11649,"Miami-Dade Police Department, U.S. Federal Bureau of Investigation"
11650,Surprise Police Department
11644,Hemet Police Department
11648,Colton Police Department
11645,Houston Police Department
11652,Buffalo Police Department
11651,Reagan County Sheriff's Office
11654,Okmulgee County Sheriff's Office
11653,Warren Police Department
11657,Sacramento County Sheriff's Office
11656,U.S. Federal Bureau of Investigation
11655,Santa Maria Police Department
11661,Anchorage Police Department
11659,Los Angeles Police Department
11658,Los Angeles County Sheriff's Department
11660,Green Township Police Department
11662,Fayette County Sheriff's Office
11663,Madison County Sheriff's Office
21352,Oakland County Sheriff's Office
20773,"Adams Township Police Department, Cranberry Township Police Department"
20731,Oak Creek Police Department
11665,Catawba County Sheriff's Office
11664,Brawley Police Department
11667,Athens-Clarke County Police Department
11666,Texas Department of Public Safety
11668,Spartanburg County Sheriff's Office
11669,Houston Police Department
11675,U.S. Marshals Service
11674,Long Beach Police Department
11673,"Lafayette City Marshal's Office, Lafayette Police Department"
11671,Abilene Police Department
11672,Shreveport Police Department
11670,San Bernardino Police Department
23244,Morristown Police Department
11681,New Castle County Police Department
11676,Vacaville Police Department
11679,Miami-Dade Police Department
11678,"Ackley Police Department, Hardin County Sheriff's Office"
22069,Harrisburg Police Bureau
11680,Philadelphia Police Department
11677,Rockdale County Sheriff's Office
21828,Howard County Police Department
11682,California Highway Patrol
20732,Appleton Police Department
23245,Tennessee Highway Patrol
11685,Chicago Police Department
11684,Tucson Police Department
11683,Columbus Division of Police
11686,Little Rock Police Department
11688,Chicago Police Department
11689,City of New York Police Department
11690,City of New York Police Department
11687,Tangipahoa Parish Sheriff's Office
11694,Little Rock Police Department
11692,Bowling Green Police Department
11691,Bend Police Department
11693,Smithfield Police Department
11695,DeKalb County Police Department
23444,Baltimore County Police Department
11700,Greenville County Sheriff's Office
11703,Decatur Police Department
11699,Alvin Police Department
11697,Missouri State Highway Patrol
11698,Missouri State Highway Patrol
11702,College Station Police Department
11696,San Bernardino County Sheriff's Office
11701,Greenville County Sheriff's Office
11705,"Camden County Sheriff's Office, Kingsland Police Department"
11709,Miami-Dade Police Department
11704,Modesto Police Department
23246,Tennessee Highway Patrol
23247,Tennessee Highway Patrol
11708,Sacramento County Sheriff's Office
11706,Gladstone Police Department
11707,Oxnard Police Department
24570,Hazelwood Police Department
11710,"Thurston County Sheriff's Office, Tenino Police Department"
11711,"Iowa Department of Public Safety, Johnson County Sheriff's Office"
11714,"Country Club Village Police Department, Missouri State Highway Patrol"
11712,California Highway Patrol
11713,Newton County Sheriff's Office
19287,South Carolina Department of Natural Resources
19957,Kentucky State Police
11716,Cincinnati Police Department
11715,Winston-Salem Police Department
11717,Shreveport Police Department
21829,Baltimore Police Department
11718,Topeka Police Department
11722,San Angelo Police Department
11719,New Mexico State Police
11721,Irvington Police Department
11720,Bentonville Police Department
11726,Tucson Police Department
11725,"Fullerton Police Department, Brea Police Department"
11724,Oktibbeha County Sheriff's Office
19969,Kentucky State Police
22070,Chattanooga Police Department
11723,Hunt County Sheriff's Office
11731,Pensacola Police Department
11729,Cherokee County Sheriff's Office
11732,Boston Police Department
11727,Hemet Police Department
11728,Hemet Police Department
11730,Lake City Police Department
11734,Birmingham Police Department
11733,White Mountain Apache Tribal Police Department
21830,Queen Anne's County Sheriff's Office
23248,"Claiborne County Sheriff's Office, Grainger County Sheriff's Office, Tennessee Highway Patrol"
11736,Dallas Police Department
11737,Humphreys County Sheriff's Office
11735,"U.S. Federal Bureau of Investigation, Iowa State Patrol, Iowa Department of Transportation, Harlan Police Department"
11738,Philadelphia Police Department
11741,Wayne County Sheriff's Office
11743,City of New York Police Department
11755,Los Angeles County Sheriff's Department
11739,Springfield Police Division
11740,Baton Rouge Police Department
11742,Washington Metropolitan Police Department
11744,Seminole Police Department
11745,Greenwood Police Department
19775,Florida Highway Patrol
11746,Memphis Police Department
11747,Memphis Police Department
11749,Antioch Police Department
11750,Philadelphia Police Department
11748,"Stockton Police Department, California Highway Patrol"
22194,East Orange Police Department
11753,Los Angeles County Sheriff's Department
11757,Wheat Ridge Police Department
15008,Roane County Sheriff's Office
11756,Oregon State Police
21353,Grand Haven Police Department
11751,St. John the Baptist Parish Sheriff's Office
11752,St. John the Baptist Parish Sheriff's Office
11754,"Marianna Police Department, Jackson County Sheriff's Office"
11759,"U.S. Bureau of Alcohol Tobacco Firearms and Explosives, St. Louis Metropolitan Police Department"
11760,Los Angeles County Sheriff's Department
11758,Pueblo Police Department
11761,Calexico Police Department
11762,Douglas County Sheriff's Office
11764,Anderson Police Department
11763,"Monroe Police Department, Louisiana State Police, Ouachita Parish Sheriff's Office"
11765,St. Louis Metropolitan Police Department
11766,Tacoma Police Department
11767,Garland Police Department
11768,Woodbury Police Department
20772,Pennsylvania State Police
11770,Houston Police Department
22195,Paterson Police Department
11771,"Alabama Department of Public Safety, Demopolis Police Department, Alabama Alcoholic Beverage Control Board"
11773,DeKalb County Police Department
22196,North Bergen Police Department
11769,St. Louis Metropolitan Police Department
11772,Pinellas County Sheriff's Office
22567,Marion Police Department
11774,"Tuscaloosa County Sheriff's Office, Tuscaloosa Police Department, Northport Police Department"
11775,Snohomish County Sheriff's Office
11776,Vallejo Police Department
22071,Jacksonville Sheriff's Office
11780,Azusa Police Department
22568,Indianapolis Metropolitan Police Department
11778,Poteet Police Department
11779,Highland Village Police Department
11777,"Alabama Department of Public Safety, Greenville Police Department, Butler County Sheriff's Office"
11781,West Sacramento Police Department
11782,California Highway Patrol
19313,"Payne County Sheriff's Office, Perkins Police Department"
11784,Orlando Police Department
20733,Adams County Sheriff's Office
11786,Atlanta Police Department
11785,Jackson County Sheriff's Office
11783,Spokane County Sheriff's Office
11789,Hallandale Beach Police Department
11788,Collin County Sheriff's Office
11787,Lakewood Police Department
19286,Newberry Police Department
11790,Brantley County Sheriff's Office
11794,City of New York Police Department
11791,"Escambia County Sheriff's Office, Brewton Police Department, Flomaton Police Department"
11792,Nevada Highway Patrol
11793,City of New York Police Department
11795,Alexander Police Department
11798,Eutaw Police Department
21354,"Niles Police Department, Michigan State Police"
11799,"Woodstock Police Department, Cobb County Sheriff's Office"
11796,San Bernardino County Sheriff's Office
11797,Maricopa County Sheriff's Office
11800,Seattle Police Department
21355,"West Bloomfield Police Department, Oakland County Sheriff's Office, Michigan State Police"
11802,Long Beach Police Department
11801,Chico Police Department
11803,Bangor Police Department
11805,Gwinnett County Police Department
11804,U.S. Border Patrol
20771,Erie Police Department
11807,Kansas City Police Department
11808,Houston Police Department
11810,Maricopa County Sheriff's Office
11809,Plymouth Township Police Department
11806,"Mayes County Sheriff's Office, Oklahoma Highway Patrol"
11813,Charlotte-Mecklenburg Police Department
11811,Chicago Police Department
11812,San Antonio Police Department
11814,Lorain County Sheriff's Office
11816,Tucson Police Department
11815,Delaware State Police
20770,New Hanover Township Police Department
22197,Mahwah Police Department
20769,Pennsylvania State Police
11817,Omaha Police Department
22198,Burlington City Police Department
11819,The Dalles Police Department
11818,Los Angeles County Sheriff's Department
19285,Mount Pleasant Police Department
19312,
11820,Flatonia Police Department
11827,Fresno Police Department
11823,San Antonio Police Department
27419,San Antonio Police Department
11821,San Diego County Sheriff's Office
11825,DeLand Police Department
11824,Altavista Police Department
11826,U.S. Marshals Service
11822,Colorado Springs Police Department
11829,St. Louis Metropolitan Police Department
11830,St. Louis Metropolitan Police Department
11831,St. Louis Metropolitan Police Department
11832,High Point Police Department
11833,City of New York Police Department
11828,Walker County Sheriff's Office
11834,Riverdale Police Department
11835,Hollywood Police Department
11836,Alaska State Troopers
21831,Baltimore Police Department
11838,Houston Police Department
20734,St. Croix County Sheriff's Office
11839,Phoenix Police Department
11837,Roseville Police Department
19319,Oklahoma City Police Department
11840,Seattle Police Department
11841,Baltimore County Police Department
11842,Hayward Police Department
11843,Memphis Police Department
11844,Oxford Police Department
11846,Tyler County Sheriff's Office
11845,City of New York Police Department
11847,Austin Police Department
11850,Rock Hill Police Department
11848,Hillsborough County Sheriff's Office
11849,Citrus County Sheriff's Office
11851,Lauderhill Police Department
11852,Salt Lake City Police Department
11854,Salina Police Department
11858,St. Charles Parish Sheriff's Office
11859,Chula Vista Police Department
11860,Lafayette Police Department
11853,Salinas Police Department
11856,Phoenix Police Department
19311,Payne County Sheriff's Office
11855,Toledo Police Department
11857,St. Martin Parish Sheriff's Office
