unique_id,agency_name
6764,Muskingum County Sheriff's Office
6765,Sandy Police Department
6763,Savannah-Chatham Metropolitan Police Department
23088,Tennessee Highway Patrol
6769,Washington Metropolitan Police Department
22307,Fort Wayne Police Department
6768,Fairview Heights Police Department
6766,Oceanside Police Department
20301,"Newtown Police Department, Marple Township Police Department, Chester County Sheriff's Office, Haverford Police Department"
23087,East Ridge Police Department
6767,El Paso County Sheriff's Office
6770,Ohio State Highway Patrol
6773,Amarillo Police Department
6771,San Pablo Police Department
6774,Washington State Patrol
6772,Oklahoma City Police Department
6775,Long Beach Police Department
21177,Detroit Police Department
22675,Roanoke Police Department
6776,Chicago Police Department
23091,Kingston Police Department
21178,Kent County Sheriff's Office
6779,Kentucky State Police
6777,Ukiah Police Department
6778,Gonzales County Sheriff's Office
6780,Knoxville Police Department
20302,"Pennsylvania State Police, Lower Providence Township Police Department"
6784,Oakland Police Department
6781,Marshall County Sheriff's Office
6783,La Habra Police Department
6785,Mankato Department of Public Safety
6782,Franklin County Sheriff's Office
20479,Milwaukee Police Department
6786,Laguna Beach Police Department
6788,Phoenix Police Department
6791,City of New York Police Department
6787,Santa Clara County Sheriff's Office
6790,Caldwell County Sheriff's Office
6792,Ramsey County Sheriff's Office
20303,Philadelphia Police Department
6789,Kirby Police Department
29936,Beaufort County Sheriff's Department
6797,Ridgeland Police Department
6796,Mobile County Sheriff's Office
19144,Sand Springs Police Department
6798,Prince George's County Police Department
6793,California Highway Patrol
6795,Danville Police Department
6794,Santa Rosa Police Department
6800,Brazoria County Sheriff's Office
6799,Redwood City Police Department
6807,Lima Police Department
6806,Los Angeles Police Department
6801,San Angelo Police Department
6804,"Wake County Board of Alcoholic Control, Wake County Sheriff's Office"
6805,Nevada Highway Patrol
6802,Gwinnett County Police Department
6803,Lincoln Police Department
6810,Iva Police Department
6811,City of New York Police Department
19077,Charleston County Sheriff's Office
6808,Kansas City Police Department
19076,Spartanburg County Sheriff's Office
6813,Seminole Police Department
6812,Chino Police Department
6814,Nevada Gaming Control Board
29937,Riverside County Sheriff's Department
6816,Lafayette Police Department
6815,Conroe Police Department
6819,Fayetteville Police Department
6820,Seven Devils Police Department
6817,Fort Worth Police Department
6818,St. Charles Police Department
19143,Stillwater Police Department
6821,Grand Prairie Police Department
21179,Holland Police Department
6822,Missouri State Highway Patrol
6823,Missouri State Highway Patrol
6824,Orange County Sheriff's Department
22050,Miami-Dade Police Department
6826,Houston Police Department
6827,Coral Gables Police Department
29938,Fresno Police Department
6825,West Chester Police Department
20304,Philadelphia Police Department
6828,Laurens County Sheriff's Office
20305,Philadelphia Police Department
6829,Crest Hill Police Department
6830,Fort Lauderdale Police Department
6831,"Riverside County Sheriff's Department, Hemet Police Department"
29939,Woonsocket Police Department
6832,"Riverside County Sheriff's Department, California Department of Justice, Palm Springs Police Department"
6833,Pueblo County Sheriff's Office
6834,Clarksville Police Department
6835,Minnesota State Patrol
21180,St. Clair County Sheriff's Office
6836,Warner Robins Police Department
6837,Henderson Police Department
6840,Winnfield Police Department
6841,Daytona Beach Police Department
6838,San Bernardino County Sheriff's Office
6842,Las Vegas Metropolitan Police Department
6839,Wichita Falls Police Department
6844,Texas City Police Department
6843,City of New York Police Department
20306,Pennsylvania State Police
19075,Horry County Police Department
6845,"Boulder City Police Department, Jefferson County Sheriff's Office"
6846,Kansas City Police Department
21181,"Clinton Township Police Department, Detroit Police Department, Michigan State Police"
6847,Houston Police Department
6848,Woodbury Police Department
6849,San Joaquin County Sheriff's Office
6850,South Salt Lake Police Department
23141,West Virginia State Police
6851,Glendale Police Department
6853,Greensboro Police Department
6854,South Salt Lake Police Department
6852,Beaumont Police Department
20307,Allegheny County Police Department
6855,Glendale Police Department
6856,Atlanta Police Department
6857,Atlanta Police Department
6863,Westchester County Department of Public Safety
6860,Pittsburg County Sheriff's Office
6858,Mill Creek Police Department
6861,Mississippi Department of Wildlife Fisheries and Parks
6862,Mississippi Department of Wildlife Fisheries and Parks
6859,"Hays Police Department, Ellis County Sheriff's Office, Fort Hays State University Police Department, Kansas Highway Patrol, Kansas Bureau of Investigation"
6864,Fresno Police Department
6866,Jacksonville Sheriff's Office
6865,Houston County Sheriff's Office
6867,Harris County Constable's Office Precinct 6
6868,San Francisco Police Department
6870,U.S. Federal Bureau of Investigation
6869,Arlington Police Department
6874,Amarillo Police Department
6872,Orlando Police Department
6873,Los Angeles Police Department
6871,Hempstead Police Department
6879,Baltimore Police Department
6876,St. Louis Metropolitan Police Department
6877,St. Louis Metropolitan Police Department
6878,St. Louis Metropolitan Police Department
6875,"Fontana Police Department, California Highway Patrol"
6881,Columbus Police Department
6882,Bridgeport Police Department
6880,"Spencer Police Department, Clay County Sheriff's Office, Iowa State Patrol, Iowa Division of Criminal Investigation, Palo Alto County Sheriff's Office, Dickinson County Sheriff's Office"
6884,Chicago Police Department
6883,"Conneaut Police Department, Ashtabula County Sheriff's Office"
6885,U.S. Border Patrol
6887,Baton Rouge Police Department
6888,"Hartford Police Department, East Hartford Police Department"
20613,Spooner Police Department
6886,Lubbock Police Department
6892,Port Arthur Police Department
6891,Rankin County Sheriff's Office
6890,Clarksdale Police Department
6889,Tacoma Police Department
21925,Trenton Police Department
6898,Orange County Sheriff's Office
6899,Fort Lauderdale Police Department
6894,Los Angeles Police Department
6895,Los Angeles Police Department
6896,Los Angeles Police Department
6893,Banks County Sheriff's Office
6897,Las Vegas Metropolitan Police Department
23142,Nicholas County Sheriff's Office
6903,College Park Police Department
6904,Los Angeles Police Department
6901,Mesa Police Department
6900,"Merced Police Department, California Highway Patrol"
6902,Kirkwood Police Department
6905,Los Angeles Police Department
6907,Jacksonville Sheriff's Office
6906,Gilroy Police Department
23092,Memphis Police Department
6908,Bakersfield Police Department
6911,Clackamas County Sheriff's Office
6909,Forest Park Police Department
20308,Allegheny County Police Department
6910,Rosenberg Police Department
6912,"Mesa Police Department, Tempe Police Department"
22360,Crown Point Police Department
19142,McIntosh County Sheriff's Office
6914,Pawtucket Police Department
22700,Fairfax County Police Department
20612,Milwaukee Police Department
6913,Henderson Police Department
6915,Tucson Police Department
6916,Massachusetts State Police
21926,Bridgeton Police Department
6917,Colton Police Department
6918,Missouri Department of Corrections
6919,Bainbridge Public Safety Department
6920,"Topeka Police Department, Kansas Highway Patrol"
23143,"Cabell County Sheriff's Office, U.S. Marshals Service"
21710,Baltimore Police Department
6925,Washington County Sheriff's Office
6924,Benton County Sheriff's Office
6926,Los Angeles Police Department
6923,Berkeley Police Department
6921,"Maine State Police, Somerset County Sheriff's Office"
6922,"Prince George's County Sheriff's Office, U.S. Marshals Service, Washington Metropolitan Police Department"
6928,Robbins Police Department
6927,Paradise Police Department
6929,Texarkana Police Department
6930,Goodyear Police Department
23093,Tennessee Highway Patrol
6932,Burbank Police Department
6931,Kern County Sheriff's Office
20309,Warminster Township Police Department
6934,Los Angeles Police Department
6933,Jacksonville Sheriff's Office
6936,Houston Police Department
6935,Nampa Police Department
20611,St. Croix County Sheriff's Office
20310,U.S. Marshals Service
23094,Blount County Sheriff's Office
6937,DeSoto County Sheriff's Office
6938,Flowood Police Department
6940,Wasilla Police Department
6939,"Hemet Police Department, California Highway Patrol"
20311,Philadelphia Police Department
22701,Virginia Beach Police Department
6942,Los Angeles Police Department
6944,"Alaska Bureau of Investigation, Palmer Police Department"
6943,Jackson Police Department
23095,Sullivan County Sheriff's Office
6941,Bonneville County Sheriff's Office
23096,Sullivan County Sheriff's Office
6945,Tucson Police Department
6950,Los Angeles Police Department
6947,Pima County Sheriff's Department
6951,Forsyth County Sheriff's Office
22702,"Roanoke County Police Department, Franklin County Sheriff's Office"
21711,"Baltimore County Police Department, Baltimore Police Department"
6949,Autauga County Sheriff's Office
6946,"Santa Fe County Sheriff's Office, New Mexico State Police"
6954,Los Angeles Police Department
19060,Greenville County Sheriff's Office
6955,Cleveland Police Department
6953,Richmond County Sheriff's Office
22361,Indianapolis Metropolitan Police Department
19296,North Charleston Police Department
6957,Braselton Police Department
6958,Braselton Police Department
6959,Braselton Police Department
6956,Gregg County Sheriff's Office
19759,New Tazewell Police Department
6960,Clay Police Department
6961,Carson City Sheriff's Office
27277,Connecticut State Police
6964,"Washington Township Police Department, Waynesboro Police Department"
6962,U.S. Marshals Service
6963,"Houston Police Department, Harris County Sheriff's Office"
23097,Carthage Police Department
6966,Albuquerque Police Department
6965,Springfield Police Department
21182,Flat Rock Police Department
30212,U.S. Marshals Service
6967,Roswell Police Department
20314,Maryland State Police
6968,Buffalo State Campus Police
20312,"Seward Police Department, New Florence Police Department"
20313,"Seward Police Department, New Florence Police Department"
6971,Rolling Meadows Police Department
6973,Springfield Police Department
6974,East Haven Police Department
6970,Ironton Police Department
6969,Costa Mesa Police Department
6972,Port Arthur Police Department
6975,Orange County Sheriff's Department
6976,Santa Clara County Sheriff's Office
6977,Santa Clara County Sheriff's Office
19757,"Louisville Metro Police Department, Jefferson County Sheriff's Office"
6979,"Cuyahoga County Sheriff's Office, Cleveland Police Department"
6978,Pittsburg Police Department
6983,Jersey Village Police Department
6982,Los Angeles Police Department
6981,Nassau County Police Department
6980,"Hempstead County Sheriff's Office, Arkansas State Police"
6985,Los Angeles Police Department
22362,Tippecanoe County Sheriff's Office
6984,Kansas City Police Department
6987,Oakland Police Department
6986,North Carolina State Highway Patrol
23098,Shelby County Sheriff's Office
6991,Palm Beach County Sheriff's Office
6990,Los Angeles Police Department
6988,
6989,Fisher County Sheriff's Office
6992,Rohnert Park Department of Public Safety
6994,Omaha Police Department
6993,Crawford County Sheriff's Office
6995,Las Vegas Metropolitan Police Department
6996,Boulder Police Department
21927,Camden Police Department
21928,Newark Police Department
6997,Jacksonville Sheriff's Office
19758,Murray Police Department
7001,Honolulu Police Department
6999,Chicago Police Department
7000,Oakland Police Department
21183,"Oakland County Sheriff's Office, Lapeer County Sheriff's Office"
6998,Texas Department of Public Safety
7004,Charlotte-Mecklenburg Police Department
7003,Salt Lake County Sheriff's Office
7002,Ontario Police Department
7006,Broward County Sheriff's Office
7005,Polk County Sheriff's Office
20315,Pittsburgh Bureau of Police
23144,West Virginia State Police
7007,Ohio State Highway Patrol
22703,Sullivan County (TN) Sheriff's Office
19972,Scottsville Police Department
7014,Harris County Sheriff's Office
7013,Phoenix Police Department
7009,Snohomish County Sheriff's Office
7008,San Jose Police Department
23145,West Virginia State Police
7012,Cabot Police Department
7010,Dalton Police Department
7011,Dalton Police Department
7016,"Missouri State Highway Patrol, Webster County Sheriff's Office"
7015,Anaheim Police Department
22363,"Indiana State Police, Indiana Department of Natural Resources"
7017,Cleveland Police Department
7018,Jacksonville Sheriff's Office
7020,Albuquerque Police Department
19074,Richland County Sheriff's Office
20316,Philadelphia Police Department
7019,Otero County Sheriff's Office
7024,Los Angeles Police Department
7023,Marionville Police Department
22364,Indianapolis Metropolitan Police Department
7022,Meeker Police Department
7021,Fruitland Police Department
7026,El Paso Police Department
7025,Shawnee County Sheriff's Office
7027,Glendale Police Department
7028,Los Angeles County Sheriff's Department
21599,Minneapolis Police Department
7031,Jacksonville Sheriff's Office
7030,Williamson County Sheriff's Office
20317,"Southwestern Regional Police Department, York County Sheriff's Office"
7029,California Highway Patrol
7032,Los Angeles Police Department
21929,Essex County Department of Corrections
7034,Denver Police Department
7033,Hayward Police Department
7035,Santa Clara Police Department
7039,St. Tammany Parish Sheriff's Office
22704,New Kent County Sheriff's Office
21712,"Prince George's County Police Department, Bowie Police Department"
7036,Sacramento County Sheriff's Office
7037,Sacramento Police Department
7038,England Police Department
7041,Albuquerque Police Department
7042,Brownsville Police Department
7043,Brownsville Police Department
7044,Brownsville Police Department
7040,Caruthersville Police Department
7045,Minneapolis Police Department
7046,Mesa Police Department
7047,Geneva Police Department
7048,Yuma Police Department
7051,Dundee Police Department
7049,San Antonio Police Department
7052,San Antonio Police Department
21930,Irvington Police Department
7050,Alice Police Department
7054,Joliet Police Department
7057,El Segundo Police Department
7055,Muscatine Police Department
7056,Houston Police Department
7053,Montclair Police Department
7058,Maui Police Department
7061,Los Angeles County Sheriff's Department
7059,Johnson County Sheriff's Office
7062,Suffolk County Police Department
7060,Little Rock Police Department
7063,"Roseburg Police Department, Oregon State Police"
7064,Kern County Sheriff's Office
19141,Oklahoma Highway Patrol
7066,East Moline Police Department
7067,Fresno Police Department
7065,Marietta Police Department
7068,"Billings Police Department, Yellowstone County Sheriff's Office"
7069,Dallas Police Department
19073,Georgetown County Sheriff's Office
20610,Sheboygan Police Department
7071,Los Angeles County Sheriff's Department
7070,Oxford Police Department
7072,Sacramento County Sheriff's Office
7073,Shreveport Police Department
7075,Surprise Police Department
7076,Lincoln County Sheriff's Office
7074,San Francisco Police Department
19072,"Kershaw County Sheriff's Office, South Carolina Department of Natural Resources"
7079,Des Moines Police Department
21931,New Jersey State Police
22705,Bath County Sheriff's Office
7077,Richmond Police Department
7080,Greensboro Police Department
7081,Vermont State Police
7078,Oklahoma City Police Department
7092,Baltimore Police Department
7082,Mesa Police Department
22365,Greenwood Police Department
7083,"Bell County Sheriff's Office, Temple Police Department"
7086,"Pingree Grove Police Department, Hampshire Police Department"
7084,San Bernardino County Sheriff's Office
7090,Broward County Sheriff's Office
20318,East Hempfield Township Police Department
7085,Illinois State Police
7088,"Columbus Division of Police, Upper Arlington Police Department"
7089,"Columbus Division of Police, Upper Arlington Police Department"
7091,Mansfield Police Department
7087,West Memphis Police Department
7094,Bellingham Police Department
7093,St. Louis Metropolitan Police Department
21184,Southfield Police Department
21185,Southfield Police Department
7097,Chicago Police Department
7096,Markham Police Department
7095,Jenkins County Sheriff's Office
7098,Oakland Police Department
7099,U.S. Border Patrol
7100,Miami-Dade Police Department
7101,U.S. Federal Bureau of Investigation
7102,"Taft Police Department, Kern County Sheriff's Office"
23099,Milan Police Department
7103,Merced County Sheriff's Office
7104,San Bernardino County Sheriff's Office
7105,Houston Police Department
7106,Hickory Police Department
20319,Pennsylvania State Police
7108,"Knoxville Police Department, Marion County Sheriff's Office"
7107,Texas Department of Public Safety
7109,Gastonia Police Department
7110,Los Angeles Police Department
7111,Bend Police Department
7113,Philadelphia Police Department
19059,Orangeburg County Sheriff's Office
7114,Portland Police Department
7112,Scotts Bluff County Sheriff's Office
21186,Detroit Police Department
7118,Texas Department of Public Safety
7119,St. Paul Police Department
7115,Atlanta Police Department
7116,San Antonio Police Department
7117,Reno Police Department
7120,Blackfoot Police Department
7122,North Chicago Police Department
7124,Decatur Police Department
22366,Hammond Police Department
20320,Pittsburgh Bureau of Police
7121,St. Charles County Sheriff's Office
7123,"Dayton Police Department, Montgomery County Sheriff's Office"
7125,Pinellas County Sheriff's Office
20321,Corry Police Department
7126,Tallahassee Police Department
22706,Portsmouth Police Department
7128,Riverside County Sheriff's Department
7127,Kansas City Police Department
7129,Kansas City Police Department
21932,Willingboro Township Police Department
22367,Fort Wayne Police Department
19756,Kentucky State Police
7133,Inglewood Police Department
7132,Omaha Police Department
23146,"Marshall University Police Department, Huntington Police Department"
7130,Franklin County Sheriff's Office
7131,Franklin County Sheriff's Office
7136,Villa Park Police Department
7137,Tucson Police Department
7140,Riverside County Sheriff's Department
7141,Riverside County Sheriff's Department
7139,"Passamaquoddy/Indian Township Tribal Police Department, Passamaquoddy Tribal Warden Service"
7138,Hinds County Sheriff's Office
7134,Kansas City Police Department
7135,Kansas City Police Department
7144,California Highway Patrol
7143,California Highway Patrol
7142,Colorado Department of Corrections
7145,Portland Police Bureau
22707,"Rockbridge County Sheriff's Office, Virginia State Police"
7147,Portland Police Bureau
7146,Dayton Police Department
7148,Del Norte County Sheriff's Office
7149,Fresno County Sheriff's Office
7152,Los Angeles Police Department
7151,Long Beach Police Department
7150,Denver Police Department
7154,Electra Police Department
7153,Las Vegas Metropolitan Police Department
7156,Chicago Police Department
7158,New Bedford Police Department
7159,Monroe Police Department
7157,Summit County Sheriff's Office
7155,Columbus Division of Police
7162,Los Angeles Police Department
7160,Fort Worth Police Department
7161,Charlotte-Mecklenburg Police Department
7163,Sunnyvale Department of Public Safety
22708,Virginia State Police
7164,"Omaha Police Department, U.S. Marshals Service"
7165,Kern County Sheriff's Office
7166,Glynn County Police Department
20322,Pittsburgh Bureau of Police
7167,Iberville Parish Sheriff's Office
7168,El Dorado County Sheriff's Office
7170,Miami-Dade Police Department
7169,Echols County Sheriff's Office
22709,Louisa County Sheriff's Office
7171,Waukegan Police Department
7173,Lynn Police Department
7172,"Tazewell County Sheriff's Office, Fondulac Park District Police Department"
7176,Cleveland Police Department
7174,Woodland Police Department
7175,Ponchatoula Police Department
22710,Pulaski County Sheriff's Office
7178,Toledo Police Department
7177,Springfield Police Department
7184,Huntsville Police Department
7181,Dallas Police Department
7179,California Highway Patrol
7180,Fort Worth Police Department
7182,Georgia State Patrol
7183,Georgia State Patrol
7187,Washington Metropolitan Police Department
7186,Lafourche Parish Sheriff's Office
7185,San Diego Police Department
7190,Alaska State Troopers
7189,City of New York Police Department
7188,Martin County Sheriff's Office
21188,Detroit Police Department
21187,Lansing Police Department
7191,"Antioch Police Department, Pittsburg Police Department"
7192,"New Orleans Police Department, U.S. Federal Emergency Management Agency"
7195,Houston Police Department
7193,South Carolina Highway Patrol
7194,South Carolina Highway Patrol
7197,Birmingham Police Department
7196,Los Angeles Police Department
23100,"Tennessee Bureau of Investigation, Grundy County Sheriff's Office"
7198,Las Vegas Metropolitan Police Department
7202,Dallas Police Department
22711,Fredericksburg Police Department
7199,Aurora Police Department
7200,Aurora Police Department
7201,Columbus Division of Police
7208,Meriden Police Department
7203,"Kickapoo Tribal Police Department, Lincoln County Sheriff's Office, Meeker Police Department"
7209,Delaware State Police
7206,Gwinnett County Police Department
7204,Adams County Sheriff's Office
7205,Hillsborough County Sheriff's Office
7207,St. Petersburg Police Department
22712,Louisa County Sheriff's Office
7211,Bernalillo County Sheriff's Office
7212,Mesa Police Department
22368,"Knox County Sheriff's Office, Vincennes Police Department"
7210,Johnson County Sheriff's Office
7213,Huntington Beach Police Department
7219,Seminole Tribal Police Department
7214,"Temple Police Department, Cotton County Sheriff's Office"
7215,Southampton Town Police Department
7218,DeKalb County Sheriff's Office
7217,DeKalb County Sheriff's Office
7216,Frederick County Sheriff's Office
19755,Richmond Police Department
21933,Red Bank Police Department
7220,Phenix City Police Department
7221,California Highway Patrol
7222,Caldwell Police Department
7223,Delaware State Police
7225,Pembroke Pines Police Department
7224,"El Dorado County Sheriff's Office, California Highway Patrol"
7226,"Laurie Police Department, Morgan County Sheriff's Office, Camden County Sheriff's Office"
7227,El Paso Police Department
7231,Chicago Police Department
7230,Bedford Police Department
7232,Miami-Dade Police Department
7228,Modesto Police Department
7233,Dedham Police Department
22369,Indianapolis Metropolitan Police Department
7229,Henderson County Sheriff's Office
20609,Fitchburg Police Department
21190,Bay City Police Department
7234,Chicago Police Department
7235,Houston County Sheriff's Office
21189,"Allen Park Police Department, Dearborn Police Department"
7238,New Port Richey Police Department
7237,Alabama Department of Public Safety
7236,Riley County Police Department
7240,Boston Police Department
7239,Hancock County Sheriff's Office
21713,Baltimore Police Department
7241,Garland Police Department
7242,Tennessee Valley Authority Police
20323,Somerset Borough Police Department
7243,Buckeye Police Department
7244,Suffolk County Police Department
7245,Miami Police Department
7246,Pennsylvania State Police
7250,Chicago Police Department
7249,Chicago Police Department
7248,Denver Police Department
19064,Spartanburg County Sheriff's Office
7247,El Paso County Sheriff's Office
7252,St. Lucie County Sheriff's Office
7251,Coralville Police Department
7253,Anaheim Police Department
7255,Jacksonville Sheriff's Office
7254,Jacksonville Sheriff's Office
7256,Lehi Police Department
19140,Moore Police Department
7258,Chicago Police Department
7257,Dolton Police Department
7260,"Minnesota State Patrol, Morrison County Sheriff's Office"
19139,Cherokee Nation Marshal Service
7259,Orange City Police Department
7261,Rockford Police Department
19754,Kentucky State Police
7263,Orlando Police Department
7262,Los Angeles County Sheriff's Department
7264,Pendleton Police Department
7265,Denville Police Department
7266,Houston Police Department
7268,U.S. National Park Service
7267,Lakewood Police Department
22713,Stafford County Sheriff's Office
23101,Shelby County Sheriff's Office
20324,Pennsylvania State Police
7269,Kansas City Police Department
7271,Clearlake Police Department
7270,Walworth County Sheriff's Office
7273,Silverton Police Department
7272,Raytown Police Department
7276,"U.S. Federal Bureau of Investigation, West Palm Beach Police Department"
7275,Inglewood Police Department
21191,Detroit Police Department
7274,Lubbock County Sheriff's Office
7277,West Valley City Police Department
22665,Halifax County Sheriff's Office
19753,Louisville Metro Police Department
7278,Loves Park Police Department
23102,"Greeneville Police Department, Greene County Sheriff's Office"
7281,Chicago Police Department
7279,"Rancho Cordova Police Department, Sacramento County Sheriff's Office"
7280,Chicago Police Department
7283,St. Martin Parish Sheriff's Office
7282,Fort Worth Police Department
7285,Brewton Police Department
7286,Tangipahoa Parish Sheriff's Office
21192,Auburn Hills Police Department
7287,Fairfax County Police Department
7284,Akron Police Department
21715,Baltimore Police Department
21716,Baltimore Police Department
7288,Chicago Police Department
21193,Allegan County Sheriff's Office
7292,Bonner County Sheriff's Office
7291,Cobb County Police Department
7289,San Bernardino County Sheriff's Office
7290,San Bernardino County Sheriff's Office
7295,U.S. Border Patrol
7298,Kansas City Police Department
7296,St. Louis County Police Department
7297,Bertie County Sheriff's Office
7293,San Bernardino County Sheriff's Office
7294,San Bernardino County Sheriff's Office
7303,Chicago Police Department
7305,Jefferson County Sheriff's Office
7299,Los Angeles Police Department
7300,Los Angeles Police Department
7306,Cleveland Police Department
7304,Dallas Police Department
21934,Newark Police Department
7301,Lancaster Police Department
7302,New Mexico State Police
7307,Hastings Police Department
19061,South Carolina Highway Patrol
7309,Wichita Police Department
7308,Santa Clara County Sheriff's Office
23206,Kingsport Police Department
7312,San Antonio Police Department
21935,Newark Police Department
7310,Long Beach Police Department
7311,Illinois State Police
21194,Sterling Heights Police Department
7317,Middleburg Heights Police Department
7315,Los Angeles Police Department
7316,Los Angeles Police Department
7314,"Centralia Police Department, Boone County Sheriff's Office, Missouri State Highway Patrol"
7313,Salinas Police Department
21195,Detroit Police Department
7319,Houston Police Department
20325,Pennsylvania State Police
7318,San Antonio Police Department
7320,"Hanover Township Police Department, New Jersey State Police"
7321,Stantonsburg Police Department
7322,Atlanta Police Department
7323,Little Rock Police Department
7325,City of New York Police Department
23103,Rutherford County Sheriff's Office
7324,
7333,Rantoul Police Department
21196,Detroit Police Department
7330,San Diego Police Department
7334,Fort Myers Police Department
7326,Westmorland Police Department
7327,Westmorland Police Department
7328,Westmorland Police Department
7329,Westmorland Police Department
7331,Westmorland Police Department
7332,Westmorland Police Department
19752,Morganfield Police Department
7336,Dayton Police Department
7337,Oakland Police Department
7342,Oklahoma City Police Department
7335,Harbor Police Department
7339,Jacksonville Sheriff's Office
21197,Wayne County Sheriff's Office
22714,Petersburg Police Department
22715,Petersburg Police Department
7338,Texas Department of Public Safety
7341,Inglewood Police Department
20608,Sheboygan County Sheriff's Office
7340,Harris County Constable's Office Precinct 1
7344,City of New York Police Department
7343,Frederick Police Department
7345,Okaloosa County Sheriff's Office
21936,West Deptford Police Department
7348,Dallas Police Department
7347,Paxton Police Department
7346,Toledo Police Department
7352,Los Angeles County Sheriff's Department
21198,"Flint Township Police Department, Oakland County Sheriff's Office"
7349,Porterville Police Department
7351,"Gonzales Police Department, Louisiana State Police"
7350,Springfield Police Department
7353,Tacoma Police Department
7354,Oakland Police Department
7355,Prince George's County Sheriff's Office
22370,South Bend Police Department
19747,Louisville Metro Police Department
19748,Louisville Metro Police Department
20326,Ferguson Township Police Department
7357,Lafayette Police Department
7359,New Hampshire State Police
7358,Caddo Parish Sheriff's Office
7356,California Highway Patrol
7361,Yarmouth Police Department
7360,"Nevada Police Department, Ames Police Department, Marshalltown Police Department"
7363,Providence Police Department
7362,"Lonoke Police Department, Arkansas State Police"
7365,Jacksonville Sheriff's Office
7364,Niagara County Sheriff's Office
7366,Satsuma Police Department
7367,Mountlake Terrace Police Department
22371,La Porte County Sheriff's Office
7368,Florence Police Department
7369,Los Angeles Police Department
7370,Fridley Police Department
7371,Fridley Police Department
7374,Palm Beach County Sheriff's Office
7375,City of New York Police Department
7372,Riverside County Sheriff's Department
7373,Orange County Sheriff's Office
7376,Minerva Park Police Department
7378,Fitchburg Police Department
21199,Jackson Police Department
7377,Las Vegas Metropolitan Police Department
7381,Maine State Police
20327,Swissvale Police Department
19071,Florence County Sheriff's Office
7380,Bradenton Police Department
7379,Orange Police Department
7384,Chicago Police Department
7382,Santa Ana Police Department
7383,"Orange Village Police Department, Oakwood Police Department"
7385,Los Angeles Police Department
20328,West Goshen Township Police Department
23104,Shelby County Sheriff's Office
7387,Visalia Police Department
7386,Sacramento Police Department
7389,San Antonio Police Department
7388,Redlands Police Department
16628,City of New York Police Department
7390,Gwinnett County Police Department
7392,Brunswick Police Department
7391,Beaumont Police Department
7393,California Highway Patrol
7395,Lee County Sheriff's Office
7394,Gregg County Sheriff's Office
22716,Norfolk Police Department
7397,Los Angeles County Sheriff's Department
7396,Rockford Police Department
7400,Broward County Sheriff's Office
7398,Denver Police Department
7399,Hall County Sheriff's Office
23105,"Lenoir City Police Department, Blount County Sheriff's Office, Loudon County Sheriff's Office, Tennessee Highway Patrol"
21200,Romulus Police Department
7401,"Logan Police Department, North Park Police Department, Smithfield Police Department, Utah State University Police Department"
7402,Waukegan Police Department
7403,Hall County Sheriff's Office
7404,Clayton County Police Department
20329,Newberry Township Police Department
21201,Pittsfield Township Department of Public Safety
7405,Miami-Dade Police Department
7406,Los Angeles Police Department
7410,Idaho State Police
7407,Morris Police Department
7409,San Diego Police Department
21810,Prince George's County Police Department
7408,Monroe County Sheriff's Office
7411,Chicago Police Department
7412,"Palmer Township Police Department, Wilson Police Department"
7413,"Palmer Township Police Department, Wilson Police Department"
7414,Fresno Police Department
7417,Chicago Police Department
7415,San Bernardino County Sheriff's Office
7419,Manatee County Sheriff's Office
7416,Oakland Police Department
7418,New Mexico State Police
7421,Montgomery County Sheriff's Office
7422,Melbourne Police Department
7420,San Bernardino Police Department
7423,California Highway Patrol
7424,Henderson Police Department
7425,Los Angeles Police Department
7428,Skokie Police Department
22372,Mishawaka Police Department
7429,"Illinois State Police, McLean County Sheriff's Office, Heyworth Police Department"
7431,Creston Police Department
22373,Skokie Police Department
7432,South Portland Police Department
7430,Jacksonville Police Department
7426,Walton County Sheriff's Office
7427,Chicago Police Department
7433,Owatonna Police Department
7435,Moberly Police Department
7434,Contra Costa County Sheriff's Office
7436,Houston Police Department
7438,Olmos Park Police Department
7437,Houston Police Department
23106,Carter County Sheriff's Office
7439,Delano Police Department
22717,Greensville County Sheriff's Office
7440,Albuquerque Police Department
7442,Inglewood Police Department
7441,Clarksdale Police Department
7443,West Valley City Police Department
7444,Savage Police Department
7446,Elkhart Police Department
7447,Riverside Police Department
7445,Corona Police Department
7454,Pembroke Pines Police Department
7450,California Highway Patrol
7448,"Irvine Police Department, Tustin Police Department"
7449,San Jose Police Department
7451,Montgomery Police Department
7452,Montgomery Police Department
20330,Philadelphia Police Department
7453,Mineral County Sheriff's Office
7456,Los Angeles Police Department
7455,Garden Grove Police Department
7459,Broward County Sheriff's Office
7457,Fort Worth Police Department
7458,Houston Police Department
23147,Boone County Sheriff's Office
7460,Camden County Sheriff's Office
7461,Pennsylvania State Police
7462,Wheaton Police Department
7463,Pike County Sheriff's Office
7464,Martinez Police Department
7466,Tampa Police Department
7465,"Leake County Sheriff's Office, Mississippi Bureau of Investigation, Mississippi Bureau of Narcotics, Mississippi Highway Safety Patrol"
7469,Kansas City Police Department
7468,Tampa Police Department
7467,Lenexa Police Department
7470,San Antonio Police Department
21202,"Warren Police Department, Center Line Department of Public Safety, Eastpointe Police Department"
7471,San Antonio Police Department
22374,Washington Police Department
23107,Memphis Police Department
7472,Kansas City Police Department
